date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2015-12,BOX,2019-12-07,JY19BlbaB-GGzwiUyCH-EQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,manager,2004,computer software,linkedin.com/company/insidesales,united states,austin,"austin, texas, united states",texas,insidesales.com,insidesales.com,vp,vice president customer success,customer_service,customer_success,customer_service,female,customer_success,"senior manager, customer success",bachelors,1999,english literature,,york university,,1994,,16
2021-01,BOX,2022-07-27,8AgXSUjyn7rdYWIwheDS5w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1996,entertainment,linkedin.com/company/friendfinder-networks-inc-,united states,delray beach,"delray beach, florida, united states",florida,friendfinder networks inc.,ffn.com,senior,senior system administrator,,,engineering,male,information_technology,database administrator,bachelors,2006,computer science,united states,university of oklahoma,ou.edu,2002,,15
2019-05,BOX,2024-02-26,MAvNZ6eKeRKBKqKi36tWZQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,0,,1998,information technology and services,linkedin.com/company/orb-data,united kingdom,,united kingdom,,orb-data,orb-data.com,,systems management consultant,engineering,systems,engineering,,network,network engineer,bachelors,2016,mathematics,united kingdom,king's college london,kcl.ac.uk,2012,,3
2021-07,BOX,2021-08-29,1bKy8nGwEvgIC6Quu0LONg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,2006,internet,linkedin.com/company/hubspot,united states,cambridge,"cambridge, massachusetts, united states",massachusetts,hubspot,hubspot.com,,software engineer co-op,engineering,software,engineering,male,software,software engineer intern,,,computer science,united states,northeastern university,northeastern.edu,2018,,
2016-06,BOX,2023-07-31,gueXJ8cnvJ-qkSobrnMQCQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2015,internet,linkedin.com/company/lightstep,united states,san francisco,"san francisco, california, united states",california,lightstep,lightstep.com,,software engineer,engineering,software,engineering,female,,engineer,bachelor of science in engineering,2013,computer science,united states,princeton university,princeton.edu,2009,,3
2019-05,BOX,2023-12-01,5Lku7fbCghISSwK7aFGaWg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1993,restaurants,linkedin.com/company/texas-roadhouse,united states,louisville,"louisville, kentucky, united states",kentucky,texas roadhouse,texasroadhouse.com,,cook,,,,,,security,,,,,,,,,
2014-04,BOX,2021-12-11,2emHHh0fnKiEYU8w0qk2pQ_0000,79,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,manager,2013,human resources,linkedin.com/company/zenefits,united states,san francisco,"san francisco, california, united states",california,zenefits,zenefits.com,manager,implementation manager,,,customer_service,,customer_success,customer success manager,bachelors,2010,advertising,united states,boston university,bu.edu,2006,,4
2013-12,BOX,2020-03-11,DhChGJwfyKlFrpxikAUlIQ_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,greece,,,,,,,,0,manager,2013,events services,linkedin.com/company/adcom-agency---event-&btl,tunisia,tunis,"tunis, tunis, tunisia",tunis,adcom agency - tunisia,adcom.agency,,project manager assistant,operations,project_management,,female,,community manager,bachelors,2011,literature,,higher institute of languages of tunis,,2008,,2
2008-10,BOX,2016-12-25,D7uLwpCODT11G62WGKL2DA_0000,25,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,,1948,non-profit organization management,linkedin.com/company/learningally,united states,princeton,"princeton, new jersey, united states",new jersey,learning ally,learningally.org,,production assistant,media,,,male,,contractor - data center technician,,,,,,,,,
2022-04,BOX,2024-02-23,u9yrkUt5CTyMvqFpg6AOBQ_0000,30,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2014,sociology,japan,stanford university,stanford.edu,2013,3,,,,,,,,,lettuce financial labs,,senior,senior software engineer,engineering,software,engineering,female,software,software engineer,bachelors,2014,international relations,japan,stanford university,stanford.edu,2010,8,8
2020-02,BOX,2021-12-06,5VEEBKQCRgBNLBuvyZaQng_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2017,computer software,linkedin.com/company/gem-recruiting-software,united states,san francisco,"san francisco, california, united states",california,gem,gem.com,manager,product lead,operations,product,operations,female,product,"product manager, mobile",,,,,,,,,
2021-04,BOX,2021-09-08,kumuBkCe8OHO3xpi3erXUA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2009,internet,linkedin.com/company/asana,united states,san francisco,"san francisco, california, united states",california,asana,asana.com,,product manager,operations,product,operations,female,product,product manager,bachelors,2012,conflict resolution,united states,san diego state university,sdsu.edu,2008,,9
2019-08,BOX,2021-02-12,2hnFAivCFUzUhsG41iOLGg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,1977,information technology and services,linkedin.com/company/oracle,united states,austin,"austin, texas, united states",texas,oracle,oracle.com,,business development consultant,sales,business_development,sales,male,accounts,inside sales intern,,,management,united states,florida a&m university,famu.edu,2016,,
2016-11,BOX,2017-12-04,GAW-AB32vK4zlBQY6UkUqQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,master of science,2015,business,united states,depaul university,depaul.edu,2014,1,,2005,computer software,linkedin.com/company/quinyx,sweden,,"stockholm, sweden",stockholm,quinyx,quinyx.com,,marketing executive,marketing,,customer_service,female,customer_success,customer success analyst,bachelors,2014,business administration,sweden,linköping university,liu.se,2011,1,2
2022-04,BOX,2022-06-07,B94PqAFuv2PLc2tN2cUCTg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,manager,1970,computer hardware,linkedin.com/company/western-digital,united states,san jose,"san jose, california, united states",california,western digital,wdc.com,director,strategic marketing integration director,marketing,,marketing,female,,senior channel marketing manager,,,,,,,,,
2012-07,BOX,2017-12-05,2Q2ueW4ro-zHejFeiOBtYQ_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,director,,facilities services,linkedin.com/company/servio-limited,united kingdom,basingstoke,"basingstoke, hampshire, united kingdom",hampshire,servio limited,servio.co.uk,,software architect,engineering,software,engineering,male,,director of quality engineering,,,,,,,,,
2012-09,BOX,2016-12-25,p2BoWty-VK7t-fXEGZg-WQ_0000,30,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,3,manager,1988,venture capital & private equity,linkedin.com/company/highland-capital-partners,united states,cambridge,"cambridge, massachusetts, united states",massachusetts,highland capital partners,hcp.com,director,director of marketing,marketing,,marketing,female,,"senior manager, marketing",bachelors,2004,marketing,united states,syracuse university,syracuse.edu,2000,,8
2014-07,BOX,2016-12-25,mMzVQBJIzn8Ss3sNgzVfpw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,masters,1989,sociology,united kingdom,university of glasgow,glasgow.ac.uk,1985,6,,,,,,,,,flambeaux fire,,cxo,chief executive officer,,,,male,,performer,,,,,,,,25,
2016-09,BOX,2018-03-05,TY6H2kWWy4139IXUgjt9RQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,1,,2009,computer software,linkedin.com/company/addepar,united states,mountain view,"mountain view, california, united states",california,addepar,addepar.com,,software engineer,engineering,software,,female,,technical consulting analyst,bachelors,2014,leadership,united states,ucla,ucla.edu,2010,,2
2021-04,BOX,2021-08-28,vRmB3FI67Bf0C3HkVJuWwQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,1,,2016,computer software,linkedin.com/company/seedlegals,united kingdom,london,"london, england, united kingdom",england,seedlegals,seedlegals.com,,account manager,sales,accounts,sales,,accounts,account executive,bachelors,2014,law,united kingdom,london metropolitan university,londonmet.ac.uk,2010,,7
2020-05,BOX,2021-08-29,pnif6ptC4d0oI6vIYtlYZA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2014,computer software,linkedin.com/company/confluent,united states,mountain view,"mountain view, california, united states",california,confluent,confluent.io,senior,"senior analyst, deal desk",,,,female,,deal desk analyst,,,,,,,,,
2016-06,BOX,2017-12-05,bC2w16cGHkJLuQiREcY5mA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2010,computer & network security,linkedin.com/company/praetorian,united states,austin,"austin, texas, united states",texas,praetorian,praetorian.com,,account executive,sales,accounts,sales,male,pipeline,sales development representative,bachelors,2015,business administration,united states,boston university,bu.edu,2011,,1
2021-05,BOX,2022-06-25,DAFJAeBzEu7Jc8J-BWVafg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1983,information technology and services,linkedin.com/company/micro-strategies,united states,parsippany,"parsippany, new jersey, united states",new jersey,micro strategies inc.,microstrat.com,,technical sales specialist,sales,accounts,engineering,male,business_development,sales and business development - cloud fastpath,bachelors,2009,business administration,united states,nazareth college,naz.edu,2005,,12
2022-03,BOX,2023-08-01,0BJoGEp833aFSSjhtdR90A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,1,,2000,education management,linkedin.com/company/aqa,united kingdom,,"manchester, united kingdom",manchester,aqa,aqa.org.uk,,data administrator,,,,female,,bartender,bachelors,2021,economics,united kingdom,university of leeds,leeds.ac.uk,2018,,1
2013-02,BOX,2016-12-25,dp-cvQW1KL6S1hOTuY8BUg_0000,26,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,manager,google play merchandising country lead,,,sales,female,accounts,sales operations and deal desk management,bachelors,2008,economics,belarus,belarusian state university,bsu.by,2005,,5
2019-01,BOX,2019-04-09,3Qj-9mzsFWyLNUGVTrJDAQ_0000,29,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2012,computer software,linkedin.com/company/looker,united states,santa cruz,"santa cruz, california, united states",california,looker,looker.com,,account executive,sales,accounts,sales,female,accounts,account executive,,,,,,,,,
2022-09,BOX,2022-11-14,TNMcwX-VkEcQf40pj396UQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2019,information technology and services,linkedin.com/company/itjuana,united states,,"california, united states",california,itjuana,itj.com,director,regional director,,,sales,male,accounts,enterprise account executive,bachelors,1992,business administration,united states,portland state university,pdx.edu,1988,,30
2018-11,BOX,2019-09-09,vLuwv3U2DACtVFqoksUo4g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2004,computer software,linkedin.com/company/campaign-monitor,united states,nashville,"nashville, tennessee, united states",tennessee,campaign monitor,campaignmonitor.com,director,director of revenue strategy and operations,sales,business_development,sales,female,accounts,sales strategy and business operations,bachelors,2007,international affairs,united states,georgia institute of technology,gatech.edu,2004,,11
2020-04,BOX,2020-10-21,J-qEH2WXYnbiJuPaQGfrLw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2009,online media,linkedin.com/company/texas-tribune,united states,austin,"austin, texas, united states",texas,texas tribune,texastribune.org,manager,events manager,public_relations,events,operations,,,box business fellow,,,,,,,,,
2019-09,BOX,2019-12-07,yEX3mmvQ0GULmahWcn5cjg_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,director,1982,computer software,linkedin.com/company/adobe,united states,san jose,"san jose, california, united states",california,adobe,adobe.com,director,"director, demand generation",,,,male,,"director, demand generation",bachelors,2006,business administration,,university of north florida - college of business administration,,2001,,13
2015-11,BOX,2018-10-11,ma6kdFj84SJ6UDazMtWYWA_0000,23,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2015,computer games,linkedin.com/company/blitz-esports,united states,berkeley,"berkeley, california, united states",california,blitz,blitzesports.com,manager,lead designer,design,,design,male,product,product designer,bachelors,2014,computer science,,,,2011,,1
2021-03,BOX,2021-09-08,yC3BE3BFJEgJUIDRlLNPxA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,senior,1959,real estate,linkedin.com/company/domaunderwriting,united states,miami,"miami, florida, united states",florida,doma,doma.com,,staff software engineer,engineering,software,engineering,male,software,senior software engineer,bachelors,2008,computer science,,california polytechnic state university - san luis obispo,,2005,,13
2016-03,BOX,2018-11-11,hZ-NTWdsZ7p7YXsjkQsOcA_0000,26,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,education,united states,"teachers college, columbia university",tc.columbia.edu,2016,1,,1887,higher education,linkedin.com/company/teachers-college-columbia-university,united states,new york,"new york, new york, united states",new york,"teachers college, columbia university",tc.tc.columbia.edu/admission,,"student ambassador, office of admissions",,,sales,female,pipeline,sales development representative,bachelors,2012,communication,united states,uc san diego,ucsd.edu,2008,,4
